,Word,Meaning,ShortDefinition,LongDefinition,Synonyms,Antonyms
0,quibble,(v) evade the truth of a point or question by raising irrelevant objections (v) argue over petty things (n) an evasion of the point of an argument by raising irrelevant distinctions or objections,"A quibble is a small argument or fight. As a verb, it means to pick a mini-fight over something that doesn't really matter. ""Let's not quibble over price,"" people will say, usually when they plan to gouge you.","It's better to watch figure skating with the sound off, rather than listening to the announcers quibble over a not-fully-rotated knee or the slightly diminished altitude of a jump. Sometimes a quibble between neighbors over two feet of property can escalate into a major feud.",bicker brabble niggle pettifog squabble cavil quiddity,
0,sage,(n) a mentor in spiritual and philosophical topics who is renowned for profound wisdom (adj) having wisdom that comes with age and experience (n) any of various plants of the genus Salvia; a cosmopolitan herb (n) aromatic fresh or dried grey-green leaves used widely as seasoning for meats and fowl and game etc (adj) of the grey-green color of sage leaves,"Use the word sage for someone or something wise and judicious. Thanks to the sage advice of your friend, you didn't write your teacher an angry e-mail!","Although you might think of a wizard when you hear the word sage, really it means a wise man. Today you see it used to refer to someone who has insight in a particular field. If someone is a policy sage, he knows just what advice to give politicians to make them understand the issue and respond successfully to it. In a totally unrelated use, there is also a plant called sage that is useful in home remedies and cooking.",wise salvia sage-green,
0,striate,(adj) marked with stria or striations (v) mark with striae or striations,"If a field is plowed into furrows, it's striated––or, technically, it's marked with striae, which are stripes or grooves.","When you see striate, think of stripes. When you draw a row of stripes in clay with the tines of a fork, you're striating it. A striated rock surface might show evidence of the movement of glaciers thousands of years ago. Striated muscle has a striped appearance.",,
0,veracious,(adj) habitually speaking the truth (adj) precisely accurate,"Someone who is veracious speaks the truth — like your brutally honest friend who always lets you know what she thinks about your outfits, your hairstyle, your lasagna recipe, and your taste in movies.","Think of a veracious person as someone who is like a witness under oath in a court of law, someone who speaks “the truth, the whole truth and nothing but the truth.” Don’t ask a question of a veracious friend unless you really want to know the answer. The adjective veracious can be applied not just to people but also to things that are true or accurate, such as ""a veracious story"" or ""a veracious statement.""",true truthful right,
0,precipitate,"(v) bring about abruptly (v) hurl or throw violently (v) fall vertically, sharply, or headlong (adj) done with very great haste and without due deliberation (v) fall from clouds (v) separate as a fine suspension of solid particles (n) a precipitated solid substance in suspension or after settling or filtering","Precipitate usually means ""bringing something on"" or ""making it happen"" — and not always in a good way. An unpopular verdict might ""precipitate violence"" or one false step at the Grand Canyon could precipitate you down into the gorge.","Precipitate, as a verb, can also mean specifically, ""to fall from clouds,"" such as rain, snow, or other forms of precipitation. When used as an adjective, precipitate means ""hasty"" or ""acting suddenly."" If you decide to throw your class project in a trash masher just because someone in your class had a similar idea, then your actions might be described as precipitate. Or if you do that sort of thing regularly, you may be a precipitate person.",hasty overhasty precipitant precipitous come down fall,
0,quiescent,(adj) being quiet or still or inactive (adj) marked by a state of tranquil repose (adj) not active or activated (adj) (pathology) causing no symptoms,"The adjective quiescent means ""being quiet and still,"" like the quiescent moments lying in a hammock on a beautiful summer Sunday.","To be quiescent, pronounced ""qwhy-ESS-ent,"" is to be quiet, resting, which is exactly what its Latin origin quiescens means: In our busy world, it is hard to find a place to be quiescent. It has a second meaning: ""causing no symptoms."" For example, if a disease is quiescent, you probably won't know you have it. And finally, quiescent can mean ""not activated,"" like quiescent cleaning products that don't get the stains out.",dormant inactive quiet inactive inactive,
0,salubrious,(adj) promoting health; healthful (adj) favorable to health of mind or body,"Salubrious is a fancy way to describe something that’s good for you or is generally favorable to mind or body, but it need not be limited to describing healthy foods or liquids.","We salute each other with the cheer, ""To your health!"" as we chug down something that probably isn’t that good for us. But if it were salubrious, it would be. The two words, salute and salubrious stem from the same salus, meaning ""welfare, health.” Maybe next time, raise a glass of wheatgrass instead of vino!",good for you healthy wholesome,
0,strut,"(v) walk with a lofty proud gait, often in an attempt to impress others (n) a proud stiff pompous gait (n) brace consisting of a bar or rod used to resist longitudinal compression","When you strut, you walk with a proud swagger that has a little arrogance thrown in, like the prance of a running back who has just flown past the 250-pound linebackers and planted the ball in the end zone.","You can't strut and be shy about it â€” when you strut, you know people are watching you. The big boss in a gangster film, a model on the runway, and the rap artist whose album has just gone platinum all know how to strut. The noun form of strut has a little less flash and refers to a vertical or horizontal support that holds something up, like the long steel bars holding up a building.",cock prance ruffle sashay swagger tittup prance swagger,
0,verbose,(adj) using or containing too many words,"If you're verbose, you use far more words than you need to. A verbose book report goes on and on and is packed with long, complicated words that aren't at all necessary.","If a friend asks, ""Did you have fun at the party?"" you can simply answer, ""No."" Or you can provide a verbose reply that describes just how much you hated the party, who was and wasn't there, the fact that you got lost on the way, the terrible food that was served, and the awful music that was played. Verbose is from Latin verbosus ""full of words,"" from verbum, ""word or verb."" As you can guess from the spelling, the English verb is closely related.",long-winded tedious windy wordy,
0,precursor,(n) something that precedes and indicates the approach of something or someone (n) a person who goes before or announces the coming of another (n) a substance from which another substance is formed (especially by a metabolic reaction),"You've heard the old saying ""Pride comes before the fall?"" Well, you could just as easily say pride is a precursor to the fall. A precursor is something that happens before something else.","You don't have to be a dead languages scholar to guess that this word springs from a Latin source â€” praecursor, ""to run before."" A precursor is usually related to what it precedes. It's a catalyst or a harbinger, leading to what follows or providing a clue that it's going to happen. Binging on holiday candy is a precursor to tummy aches and promises to exercise more. Draconian policies in unstable nations are often a precursor to rebellion.",forerunner harbinger herald predecessor forerunner,
0,rarefied,(adj) of high moral or intellectual value; elevated in nature or style (adj) having low density,"Use the adjective rarefied to describe things that are so stylish, smart, or moral that they seem elevated above the ordinary, like the rarefied conversation of brilliant scholars.","To correctly pronounce rarefied, accent the first syllable: ""RARE-uh-fied."" In addition to high-minded conversation, the word rarefied can also describe the air in high elevations that has less oxygen, like the rarefied air that can be challenging to mountain climbers. Sometimes the quality of airlessness shades the other meaning of the word, implying that the rarefied world of elegant people isn't comfortable to everyone.",elevated exalted grand high-flown high-minded idealistic lofty noble-minded rarified sublime rare rarified,
0,sanction,"(n) official permission or approval (n) formal and explicit approval (n) the act of final authorization (v) give authority or permission to (v) give sanction to (v) give religious sanction to, such as through on oath (n) a mechanism of social control for enforcing a society's standards (n) the act of punishing (v) impose a penalty on; inflict punishment on","Sanction has two nearly opposite meanings: to sanction can be to approve of something, but it can also mean to punish, or speak harshly to. Likewise, a sanction can be a punishment or approval. Very confusing––the person who invented this word should be publicly sanctioned!","See if you can guess the meaning of sanction in the following contexts. Before invading Iraq, the US and its allies first imposed sanctions on the country, refusing to supply the country with much-needed trade items. Did you guess sanction=punishment? You were right! But by trading with China at the same time, the US quietly sanctioned that nation's known instances of human rights abuses. Did you guess sanction=approval? You're right again!",authorisation authority authorization countenance endorsement imprimatur indorsement warrant O.K. approve okay penalisation penalization penalty punishment penalise penalize punish,disapprove reject
0,subpoena,(n) a writ issued by court authority to compel the attendance of a witness at a judicial proceeding; disobedience may be punishable as a contempt of court (v) serve or summon with a subpoena,"A subpoena is a document that requires its recipient to appear in court as a witness. If you receive a subpoena, it doesn't mean you've done anything wrong; it just means you may have information that's needed by the court.","Subpoena can also be a verb: You can subpoena someone by giving them a subpoena. If you receive a subpoena but fail to carry out its instructions, you're in big trouble. This fact is suggested by the Latin roots of this word: the prefix sub- means ""under"" and poena means ""penalty."" One nice thing about a subpoena is that it's not a summons; if you get one of those, it means you're being sued.",subpoena ad testificandum,
0,viable,(adj) capable of life or normal growth and development (adj) capable of being done with means at hand and circumstances as they are,"When something is viable, it has the ability to grow or function properly. A viable seed can develop into a plant, while a viable company has the resources to succeed.","The adjective viable refers to something able to function properly and even grow. It is made up of the Latin roots vita which means ""life,"" and the ending -able which means ""to be possible."" In terms of science or botany, when a plant is viable it can live and flourish in an environment such as a cactus in the desert. Consider also the Wright brothers, who were the first to develop a viable airplane after many tries and spectacular failures.",alive live executable feasible practicable workable,
0,presumptuous,(adj) excessively forward,"When someone takes liberties, doing things too boldly, you can describe them with the adjective presumptuous.","Presumptuous comes from the Latin verb praesumere which means to take for granted. It means taking for granted your access to someone or power to do something. It's a very satisfying word and effective word because it belittles and criticizes at the same time. In Shakespeare's ""Henry VI,"" Northumberland calls Warwick ""presumptuous and proud"" for trying to get rid of the king.  It's usually pronounced with all four syllables, pre-ZUMP-choo-us, although pre-ZUMP-chus is acceptable as well.",assuming assumptive,
0,recalcitrant,(adj) stubbornly resistant to authority or control (adj) marked by stubborn resistance to authority,"If someone is so pig-headed that he won't budge on an issue, call him recalcitrant. Not that it will make a difference...","Recalcitrant is from Latin calcitrare, meaning ""to kick,"" so someone who is recalcitrant is kicking back against what's wanted of them. Synonyms are unruly, intractable, and refractory, all referring to what is difficult to manage or control. Writers are frequently referring to recalcitrant Democrats and Republicans, since many people are stubbornly loyal to their political parties and unwilling to change.",fractious refractory defiant noncompliant,
0,satiate,(v) fill to satisfaction (v) overeat or eat immodestly; make a pig of oneself (adj) supplied (especially fed) to satisfaction,"If you just can't get enough popcorn, even the jumbo tub at the movie theater may not be enough to satiate, or satisfy, your desire.","Satiate is often used in situations in which a thirst, craving, or need is satisfied. However, when satiate is used to describe eating, it can take on a more negative, or even disgusted, tone. If you comment that the diners at the world's largest all-you-can eat buffet were satiated, you might not mean that they were merely satisfied. You could be implying that they've been gluttons, and that they are now overstuffed with fried chicken wings and mac and cheese.",fill replete sate binge englut engorge glut gorge gormandise gormandize gourmandize ingurgitate overeat overgorge overindulge pig out scarf out stuff satiated,insatiable insatiate unsatiable quenchless unquenchable unsated unsatiated unsatisfied unsatisfiable
0,subside,(v) wear off or die down (v) sink to a lower level or form a depression (v) descend into or as if into some soft substance or place (v) sink down or precipitate,"To subside is to die down or become less violent, like rough ocean waves after a storm has passed (or your seasickness, if you happened to be sailing on that ocean).","Subside comes from the Latin prefix sub- (meaning ""down"") and the Latin verb sidere (meaning ""to settle""). Subside is often used when a negative situation has improved significantly. For example, violence, disease, and unemployment can all subside. Here's hoping that they do.",lessen sink settle,
0,viscous,(adj) having a relatively high resistance to flow (adj) having the sticky properties of an adhesive,"Viscous means sticky, gluey and syrupy. So if something is viscous, you usually don't want to stick your fingers in it — that goes for boogers and maple syrup alike.","Not quite a solid and not quite a liquid, scientists like to say that viscous things don't flow very easily. They glop and slug around slowly, sticking to whatever they come in contact with. Think of making a batch of Rice Krispie treats: One minute the marshmallows are solid little rounds; the next minute they're melted into a web of sticky white goo that's somehow attached itself to the Rice Krispies, the spoon, the countertops, your nose, the front door, and the dog.",syrupy gluey glutinous gummy mucilaginous pasty sticky viscid,
0,prevaricate,(v) be deliberately ambiguous or unclear in order to mislead or withhold information,"When you prevaricate, you lie or mislead. Now, go ahead and tell me whether you already knew that meaning, and don’t prevaricate about it — give me the story straight!","While prevaricate basically means to lie, it also has the sense of making it hard to know exactly what the lie was. You talk in a confusing way, go back and forth, and as deliberately as possible mislead someone. Government officials, bureaucrats, and sneaky types prevaricate in the hopes that it will be too difficult to figure out whether they've been doing something wrong. Don't prevaricate with your parents — it will definitely make you look guilty, but they just won't be sure of what!",beat around the bush equivocate palter tergiversate,
0,recant,"(v) formally reject or disavow a formerly held belief, usually under pressure","If you're someone who speaks before you think, you may need to recant, or take back, that overly honest assessment of your friend's new haircut.","Recant comes from two Latin roots: the prefix re-, meaning ""back,"" and the verb cantare, meaning ""to sing."" It has been suggested that recant was first used when someone reversed a charm, curse, or some other type of magical spell that would have been chanted or sung.  Regardless of whether this is true or not, we suggest that you refrain from singing when you need to recant â€” unless you've been casting nasty spells on people.",abjure forswear resile retract,
0,saturate,"(v) infuse or fill completely (v) cause (a chemical compound, vapour, solution, magnetic material) to unite with the greatest possible amount of another substance","The verb saturate means to cause something to be fully soaked to the point where it can't take on anything else. A heavy rainstorm can saturate the ground, leaving puddles on the lawn because no more water can be absorbed.","The word saturate comes from the Latin word saturatus, meaning ""to fill full, sate, drench."" Saturate is often used to describe the aftermath of a big rainstorm, but other things can be saturated as well. If you're a workaholic, you might saturate all your free time with work, leaving no time to spend with your family. In chemistry, saturate describes causing one substance, like a solution, to take on the greatest amount of another substance.",impregnate,
0,substantiate,"(v) establish or strengthen as with new evidence or facts (v) represent in bodily form (v) solidify, firm, or strengthen (v) make real or concrete; give reality or substance to","To substantiate is to give support to a claim. We’d really like to believe in the Tooth Fairy; however, more evidence is needed to substantiate her existence (besides that quarter in your pocket).","Substantiate is related to the word substantial, which means ""solid."" So, to substantiate a claim is to make it solid or believable. If the evidence given in support of an argument is weak and unconvincing, that evidence can be described as insubstantial. Of course, in special cases like the Tooth Fairy, having substantial evidence doesn’t seem to matter; fans just keep on believing.",affirm confirm corroborate support sustain body forth embody incarnate actualise actualize realise realize,contradict negate
0,vituperative,(adj) marked by harshly abusive criticism,Use the adjective vituperative to describe criticism that's so sharp it hurts. A vituperative review of a movie would make the director bitter for months.,"To correctly pronounce vituperative, remember that the first vowel sound is the long i sound, and the second syllable is accented: ""vie-TOO-per-uh-tive."" Being vituperative takes criticism to the next level. Vituperative criticism is harsh, scathing, even abusive. If a review or assessment is vituperative, it doesn't say ""try harder next time."" Instead it gives the sense of ""go away and never come back.""",scathing,
0,pristine,(adj) immaculately clean and unused (adj) completely free from dirt or contamination,If something is pristine it's immaculately clean or has never been used. So please check your shoes before walking on a pristine white carpet.,"A long, long time ago pristine was used to describe primitive or ancient things. It wasnâ€™t until 1899 that the word grew to mean ""unspoiled"" or ""pure."" Ecologists strive to preserve pristine rain forests, just as vacationers are always looking for a pristine strip of beach to lounge on. A new car should arrive to you in pristine condition, and hopefully you'll do your best to keep it that way.",clean pure,
0,recluse,(n) one who lives in solitude (adj) withdrawn from society; seeking solitude,"A recluse lives alone, works alone, eats alone, and generally stays away from other people. Anti-social old hermits are recluses, as are a lot of students during exam time.","In the early 13th century, a recluse was a person who shut out the world to go meditate on religious issues. But nowadays recluses can think about whatever they want while they're sitting in solitude â€” they're simply people who shy away from social interaction and live secluded lives. Or think of the Brown Recluse spider, who likes to hide out in dark old boots or undisturbed corners of the basement.",hermit solitary solitudinarian troglodyte reclusive withdrawn,
0,savor,(n) the taste experience when a savoury condiment is taken into the mouth (v) have flavor; taste of something (v) give taste to (v) taste appreciatively (v) derive or receive pleasure from; get enjoyment from; take pleasure in,"Whether it’s a feeling of joy or a piece of pecan pie — when you savor something, you enjoy it to the fullest.","When you savor something, you enjoy it so much that you want to make it last forever. With that in mind, savor carries a connotation of doing something slowly. If you savor that flourless chocolate tart, then you eat it slowly, bit by bit, deliberately picking every last crumb off the plate. The word is often applied to eating, but you can savor any pleasurable experience, whether it’s the winning touchdown or your moment in the spotlight.",flavor flavour nip relish sapidity savour smack tang savour taste savour savour bask enjoy relish savour,
0,supersede,(v) take the place or move into the position of,"If you click on the link after this description, a new screen will supersede, or replace, this one. A longer description will supplant, or supersede, by replacing this brief one.","Most words that include super have something good going on. Supersede is from the 16th-century Latin for ""sit on top,"" and it often means to replace with something better. A version 10 of a computer game will supersede, version 9, making it more exciting. Unfortunately, a person might be replaced too, as in ""the younger running back will supersede the veteran player as he gets older."" To supersede is generally a good thing, but being superseded is not always that great for the replaced person.",replace supercede supervene upon supplant,
0,volatile,(adj) liable to lead to sudden change or violence (adj) marked by erratic changeableness in affections or attachments (adj) tending to vary often or widely (adj) evaporating readily at normal temperatures and pressures (n) a volatile substance; a substance that changes readily from solid or liquid to a vapor,"Watch out when a situation becomes volatile — it is likely to change for the worse suddenly. If you and your best friend have a volatile relationship, you frequently fight and make up.","Volatile from Latin volatilis ""fleeting, transitory"" always gives the sense of sudden, radical change. Think of it as the opposite of stable. A person who is volatile loses his or her temper suddenly and violently. A volatile political situation could erupt into civil war. When the stock market is volatile, it fluctuates greatly.  And in scientific language, a volatile oil evaporates quickly.",explosive fickle changeable changeful inconstant evaporable vaporific vaporizable vapourific vapourisable volatilisable volatilizable,nonvolatile nonvolatilisable nonvolatilizable
0,probity,(n) complete and confirmed integrity; having strong moral principles,"Though probity sounds like what you might do with a sharp stick, it actually means being morally and ethically above reproach, having integrity.","If you show fiscal probity, it means you are responsible and ethical with your money. The story of George Washington chopping down the cherry tree and refusing to lie about it is a story of probity. The story was first told by a pastor, who may have made the whole thing up according to today's scholars, possibly to sell books –– no act of probity.",,
0,recondite,(adj) difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge,"It's rather difficult to penetrate the meaning of recondite. Fitting, because it's an adjective that basically means hard for the average mind to understand.","If it's really hard to comprehend, then it's safe to say it's recondite.  In the same family as ""abstruse,"" ""esoteric"" and ""totally deep, man,"" recondite is a very serious word that you could use to describe obscure philosophy books, high level mathematical theory, and the series finale of The Sopranos â€” you know, things that make your brain hurt.",abstruse deep,
0,secrete,(v) generate and separate from cells or bodily fluids (v) place out of sight; keep secret,"Secrete is all about secrets. It means both ""to hide"" and ""to release."" When you squeeze a lemon, it secretes juice. When you stuff your money in a mattress, you secrete it there.","It's easy to remember that secrete's all about secrets when you see the word secret inside secrete. Imagine the first person who squeezed a lemon and secreted the juice. Probably felt like he'd discovered a secret stash of citrus goodness. If he was greedy, maybe he gathered all the lemons he could find and secreted them away in a box so no one else would learn the secret of the juice-secretion.",release,
0,supposition,(n) the cognitive process of supposing (n) a message expressing an opinion based on incomplete evidence (n) a hypothesis that is taken for granted,A supposition is a guess or a hypothesis. Your supposition that your kids will automatically wash their hands before dinner is probably false. You'd best remind them to do it or risk dirty hands at dinner.,"What's the difference between an assumption and a supposition â€” both nouns that are often taken as synonyms for each other? An assumption is an idea or theory that is usually made without proof. A supposition, on the other hand, has the connotation that the idea or theory is testable and provable. If you are to meet someone named Hunter, you may make the assumption that you are meeting a man. But if you know that Hunter lives in an all-female dorm, you may have the supposition that Hunter is a woman.",supposal conjecture guess hypothesis speculation surmisal surmise assumption supposal,
0,unwarranted,(adj) incapable of being justified or explained (adj) lacking justification or authorization (adj) without a basis in reason or fact,"When something is unwarranted it's not called-for under the given circumstances. For example, debating the merits of someone's talent is one thing, but calling them stupid is unwarranted.","I thought the applause was unwarranted. After all, all the guy did was stand there and point for two hours. And when that lady started screaming? That was unwarranted, too: all I did was give her a flat. It was an accident! Think of it this way: when the police want to search your home, they have to get a ""warrant"" â€” a document that allows them to enter. To go into your home without a warrant would be unwarranted. A warrant is a kind of justification; without that justification, something could be called unwarranted.",indefensible insupportable unjustifiable unwarrantable undue unjustified baseless groundless idle unfounded wild,
0,problematic,(adj) making great mental demands; hard to comprehend or solve or believe (adj) open to doubt or debate,"Something problematic poses a problem or causes difficulties. Your ambitions to become the next great leader of Spain are great, but your inability to speak Spanish might prove problematic.","Around 1600, the word problematical was shortened and problematic was born. Perhaps they wanted to make it less problematic for spellers. It's an adjective that means tough, hard to solve, or even questionable. A flat tire in the middle of the desert would certainly be problematic, as would a star witness with a history of telling lies.",baffling elusive knotty problematical tough debatable problematical,
0,refractory,(adj) stubbornly resistant to authority or control (adj) not responding to treatment (adj) temporarily unresponsive or not fully responsive to nervous or sexual stimuli (n) lining consisting of material with a high melting point; used to line the inside walls of a furnace,"Imagine yourself pulling a dog who doesn't want to walk. The dog is refractory, or stubbornly resisting your authority.","The word refractory comes from a Latin word meaning obstinate and can also be used to mean not responsive to something. If you have a cold you can't shake, you could say you have a refractory cough. The word can also be used to describe a material that maintains its strength at very high heats. The outside of the space shuttle is made of refractory material, so that it can reenter the atmosphere without burning up.",fractious recalcitrant stubborn unresponsive furnace lining,
0,shard,(n) a broken piece of a brittle artifact,"If you break a mirror, the thin sharp pieces you want to avoid are shards. A shard is simply a broken piece of metal, glass, stone, or pottery with sharp edges.","Don't confuse shard with shred, meaning to cut into strips, or chard, a leafy green vegetable. You could use a shard of metal to shred chard into salad, but be careful that you don't cut your hands to shreds!",fragment sherd,
0,tacit,(adj) implied by or inferred from actions or statements,Something tacit is implied or understood without question. Holding hands might be a tacit acknowledgment that a boy and girl are dating.,"The adjective tacit refers to information that is understood without needing to acknowledge it. For example, since we know that the sky is blue, that kind of assumption is tacit. Lawyers talk about ""tacit agreements,"" where parties give their silent consent and raise no objections.",silent understood,
0,wary,(adj) marked by keen caution and watchful prudence (adj) openly distrustful and unwilling to confide,Describe yourself as wary if you don't quite trust someone or something and want to proceed with caution. Be wary of risky things like wild mushrooms and Internet deals!,"You can trace wary through Old English back to Old High German giwar ""aware, attentive."" If you keep a wary eye on something, you are attentive for signs that it is becoming dangerous. Likewise, if you give someone a wary glance, your face conveys the suspicion and caution you feel. When you are wary of driving alone at night or making promises, you fear something bad might happen if you do these things.",on guard on one's guard on your guard upon one's guard shy leery mistrustful suspicious untrusting,unwary gullible unguarded
0,prodigal,(adj) recklessly wasteful (n) a recklessly extravagant person,"Use the adjective prodigal to describe someone who spends too much money, or something very wasteful. Your prodigal spending on fancy coffee drinks might leave you with no money to buy lunch.","Prodigal usually applies to the spending of money. In the Bible, the Prodigal Son leaves home and wastes all his money. You could also use this word to describe something that is very abundant or generous in quantity, such as prodigal praise. Prodigal comes from the Latin word prodigere, ""to drive away or waste,"" combining the prefix prod-, or ""forth"" and agere, ""to drive.""",extravagant profligate spendthrift profligate squanderer,
0,refute,"(v) overthrow by argument, evidence, or proof (v) prove to be false or incorrect","The verb refute is to prove that something is wrong. When the kids you're babysitting swear they brushed their teeth, you can refute their claim by presenting the dry toothbrushes.","Evidence and arguments are used to refute something. So are facts. For example, if children who eat chocolate before going to bed go straight to sleep, that refutes the idea that sugar keeps them up. Refute comes from the Latin refutare for ""to check, suppress."" A near synonym is confute, but save refute as an everyday word for proving something is false.",rebut controvert rebut,
0,skeptic,(n) someone who habitually doubts accepted beliefs,"A skeptic is a person who doesn't believe something is true unless they see evidence. As a skeptic, you refuse to believe your sister saw a ghost — after all, she can't prove it.","Skeptics are doubters — they need to see proof before they will believe. If you're a skeptic, you're probably dubious about things like astrology and magic. Some skeptics feel the same way about religion, preferring facts that can be scientifically and historically proven. Coming from the Greek word skeptikos, which means ""thoughtful or inquiring,"" it's no surprise that a skeptic is someone who asks a lot of questions — and isn't easily convinced.",doubter sceptic,
0,tangential,(adj) of superficial relevance if any (adj) of or relating to or acting along or in the direction of a tangent,"Tangential refers to something that's not part of the whole. If you make a comment that is tangential to the story you're telling, it's a digression. The story could still be understood without it.","In geometry, a tangent is a line that touches a curve in one spot but doesn't intersect it anywhere else. Tangential means something that goes off in one direction that way and doesn't return. People can feel tangential––as though they're inessential and not relevant to a larger group.",digressive,
0,welter,"(n) a confused multitude of things (v) toss, roll, or rise and fall in an uncontrolled way (v) roll around, ""pigs were wallowing in the mud"" (v) be immersed in","Use the noun welter to describe an enormous, messy pile, like the jumble of papers, coffee mugs, pens, and food wrappers on the desk of the messiest person in the office.","Welter can also be a verb — the items in the pile on the messy desk welter every time someone tries to pull something out. This means they roll and get tossed around. Maybe the person isn't as messy as you think. Possibly his projects keep him so weltered — meaning ""deeply involved"" — that he doesn't have the time or energy to deal with the mess.",clutter fuddle jumble mare's nest muddle smother wallow,
0,profound,(adj) situated at or extending to great depth; too deep to have been sounded or plumbed (adj) coming from deep within one (adj) showing intellectual penetration or emotional depth (adj) of the greatest intensity; complete (adj) (of sleep) deep and complete (adj) far-reaching and thoroughgoing in effect especially on the nature of something,"When you need a word that's deeper than ""deep,"" consider profound.","Profundus meant literally ""deep"" in Latin, and profound had the same meaning when it entered English in the 14th century. But even then, it also meant ""figuratively deep"" â€” that is, very great or intense: ""The new laws have had a profound impact."" Of people, it means ""very knowledgeable or insightful,"" but sometimes if a person tries to sound profound they're really just giving you superficial knowledge dressed up with big words.",unfathomed unplumbed unsounded deep intense deep thoughtful scholarly intense heavy sound wakeless fundamental,superficial careless outward apparent ostensible seeming dilettante dilettanteish dilettantish sciolistic facile glib looking sounding shallow skin-deep frivolous
0,relegate,"(v) assign to a lower position; reduce in rank (v) assign to a class or kind (v) refer to another person for decision or judgment (v) expel, as if by official decree","Relegate means assign to a lower position. If the quarterback of the football team stops making decent throws he might be relegated to the position of benchwarmer, while another kid is given the chance to play.","Relegate rhymes with delegate––both words derive from the Latin legare ""send."" Relegate means to send someone down in rank. Delegate means to send someone in your place to complete a task. In the workplace, managers who can't figure out how to delegate may get relegated to a lesser rank.",break bump demote kick downstairs classify pass on submit banish bar,advance elevate kick upstairs promote raise upgrade
0,solicitous,(adj) full of anxiety and concern (adj) showing hovering attentiveness,"When you hear the word solicitous, think of your mom — attentive, caring, and concerned. It's nice when your waiter gives you good service, but if he or she is solicitous, the hovering might annoy you.","Solicitous comes from the Latin roots sollus ""entire"" and citus ""set in motion."" If someone is solicitous, they are entirely set in motion caring for you. Your neighbors are solicitous if they try to help your family out all the time. Use this word too if you're eager to do something. A good student will be solicitous to appear interested in what the teacher says — even when it's not that interesting.",concerned attentive,
0,tenuous,(adj) very thin in gauge or diameter (adj) having thin consistency (adj) lacking substance or significance,"If something is tenuous it's thin, either literally or metaphorically. If you try to learn a complicated mathematical concept by cramming for 45 minutes, you will have a tenuous grasp of that concept, at best.","Tenuous comes from the Latin word tenuis, for thin, and is related to our word tender. Something can be physically tenuous, like a spiderweb or ice on a pond. We more often use it in a metaphorical sense, to talk about weak ideas. Tenuous arguments won't win any debate tournaments. Synonyms for tenuous, also used physically or metaphorically, are flimsy and shaky.",thin thin flimsy fragile slight thin,
0,whimsical,(adj) determined by chance or impulse or whim rather than by necessity or reason (adj) indulging in or influenced by fancy,"Whimsical means full of or characterized by whims, which are odd ideas that usually occur to you very suddenly. If you decide at the last minute to fly to Europe, you could say you went there on a whim.","Whimsical can also mean tending toward odd or unpredictable behavior. Both whimsical and whim are derived from an earlier English word whim-wham, which is of unknown origin. Whim-wham had about the same meaning as whim, but could also refer to an odd object or piece of clothing.",capricious impulsive fanciful notional,
0,prohibitive,(adj) tending to discourage (especially of prices),"If something's so expensive you can't touch it, it's prohibitive. That Ferrari in the showroom? You may want it, but its price is prohibitive.","Prohibitive originally referred to something (often a law) that prohibits or forbids something, but came to mean conditions (often prices or taxes) so high or great they restrict or prevent something: ""To some, the cost of child care is prohibitive."" The stress is on the second syllable, just like the verb: pro-HIB-itive. If it's a matter of expense, a synonym is exorbitant.",prohibitory,
0,reproach,(v) express criticism towards (n) a mild rebuke or criticism (n) disgrace or shame,"Reproach means to mildly criticize. If you show poor manners at your grandmother's dinner table, she will reproach you.","The verb reproach means to express disapproval or criticism of; as a noun it means blame or criticism. If you are beyond reproach that means no one could find anything to criticize about you. Synonyms for reproach are the verbs admonish, reprove, rebuke, reprimand. As a noun, reproach can also be shame. If you are caught lying, it is a reproach that might bother you for a while.",upbraid,
0,soporific,(adj) sleep inducing (adj) inducing mental lethargy (n) a drug that induces sleep,"Something that is soporific is sleep-inducing. Certain medicines, but also extreme coziness, can have a soporific effect.","In the 1680’s, soporific, which doubles as both adjective and noun, was formed from the French soporifique. That word, in turn, came from the Latin sopor “deep sleep.” Beloved Peter Rabbit author Beatrix Potter once noted that, “It is said that the effect of eating too much lettuce is 'soporific'.""",hypnagogic hypnogogic somniferous somnific soporiferous narcotic soporiferous hypnotic,
0,tirade,(n) a speech of violent denunciation,"A tirade is a speech, usually consisting of a long string of violent, emotionally charged words. Borrow and lose your roommate’s clothes one too many times, and you can bet you’ll be treated to a heated tirade.","The noun tirade is related to the Italian word tirata, which means ""volley."" So imagine a very angry person lobbing harsh words and strings of profanity in your direction when you want to remember what  tirade means. Although, tirades don't necessarily have to include bad words — any long, drawn out speech or epic declaration can be called a tirade.",broadside philippic,
0,zealot,(n) a fervent and even militant proponent of something,"The hamburger zealot was so fanatical about his burgers that he camped outside his favorite fast-food joint for hours every morning, waiting for it to open. And he would never put mustard on them, only ketchup.","The original zealots were a group of first-century Jews who were absolutely determined to overthrow Roman rule in Palestine. Today, anyone who is goes overboard in their zeal, or enthusiasm, for a particular cause, a religion, a sports team, or a charitable organization â€” can be called a zealot. The coffee lover was a zealot regarding where his coffee was grown, who grew it, and how it was roasted.",drumbeater partisan,nonpartisan nonpartizan
